data,open,high,low,close,volume,adjusted,quart,quint,seg,sext,terc
2019-01-04,49.82,52.450001,49.82,52.189999,43360100,50.842758,0,0,0,1,0
2019-01-07,52.869999,53.650002,51.720001,51.91,20998900,50.569984,0,0,1,0,0
2019-01-08,52.200001,52.799999,51.619999,52.41,19925600,51.057079,0,0,0,0,1
2019-01-09,53.16,54.060001,52.830002,53.689999,27695500,52.304035,1,0,0,0,0
2019-01-10,53.23,53.290001,52.27,53.099998,18113600,51.729267,0,1,0,0,0
2019-01-11,53.259998,53.459999,52.380001,52.380001,12360400,51.027855,0,0,0,1,0
2019-01-14,51.98,52.700001,51.43,52.599998,14626300,51.242172,0,0,1,0,0
2019-01-15,52.849998,53.200001,51.869999,52.349998,14480300,50.998627,0,0,0,0,1
2019-01-16,52.400002,52.82,52.200001,52.650002,15375100,51.290886,1,0,0,0,0
2019-01-17,52.439999,54.709999,52.27,54.23,25525500,52.830097,0,1,0,0,0
2019-01-18,54.950001,55.599998,54.25,54.759998,25815900,53.346413,0,0,0,1,0
2019-01-21,54.849998,55.349998,54.389999,55.279999,10676600,53.852993,0,0,1,0,0
2019-01-22,54.48,55.080002,54.349998,55.080002,17154300,53.658157,0,0,0,0,1
2019-01-23,55.459999,55.900002,55.330002,55.650002,13470400,54.213444,1,0,0,0,0
2019-01-24,55.799999,56.200001,55.5,56.150002,14118200,54.700535,0,1,0,0,0
2019-01-28,45,45,42.360001,42.360001,183534500,41.266514,0,0,1,0,0
2019-01-29,43.27,44.689999,42.599998,42.740002,68335900,41.636703,0,0,0,0,1
2019-01-30,46.25,46.799999,44.98,46.599998,67892500,45.397057,1,0,0,0,0
2019-01-31,46.990002,47.439999,45.5,45.5,39814600,44.325455,0,1,0,0,0
2019-02-01,45.720001,46.330002,45.580002,46.25,21286700,45.056095,0,0,0,1,0
2019-02-04,46,46.099998,44.049999,44.68,35888900,43.526623,0,0,1,0,0
2019-02-05,44.450001,45.209999,43.810001,44.52,21992300,43.370754,0,0,0,0,1
2019-02-06,44,44.400002,42.459999,42.459999,29257400,41.36393,1,0,0,0,0
2019-02-07,42.150002,42.790001,41.209999,41.59,31403200,40.516388,0,1,0,0,0
2019-02-08,40.639999,43.59,40.509998,43.16,48169600,42.04586,0,0,0,1,0
2019-02-11,43.860001,44.049999,41.889999,42.02,30697300,40.935287,0,0,1,0,0
2019-02-12,42.5,44.330002,42.049999,44.299999,36421200,43.156433,0,0,0,0,1
2019-02-13,44.310001,45.990002,44.299999,45.490002,38153200,44.315716,1,0,0,0,0
2019-02-14,45.389999,45.939999,45.049999,45.66,24055400,44.481323,0,1,0,0,0
2019-02-15,45.400002,46.02,45.189999,45.880001,27877700,44.695648,0,0,0,1,0
2019-02-18,45.790001,46.150002,44.900002,45.25,18777400,44.081909,0,0,1,0,0
2019-02-19,45.5,45.939999,45.23,45.490002,20523500,44.315716,0,0,0,0,1
2019-02-20,45.900002,46.080002,44.939999,45.799999,25493000,44.61771,1,0,0,0,0
2019-02-21,45.84,46.09,45.130001,45.380001,21401300,44.208553,0,1,0,0,0
2019-02-22,45.700001,47.060001,45.57,46.990002,17580700,45.776993,0,0,0,1,0
2019-02-25,47.349998,47.75,46.400002,47.119999,16801500,45.903633,0,0,1,0,0
2019-02-26,46.790001,47.290001,46.599998,47.200001,10362900,45.981571,0,0,0,0,1
2019-02-27,47.25,47.25,46.34,46.830002,15004800,45.621124,1,0,0,0,0
2019-02-28,46.580002,47.099998,46.099998,47.099998,17877800,45.884151,0,1,0,0,0
2019-03-01,47.290001,47.5,44.549999,46.740002,29872100,45.533447,0,0,0,1,0
2019-03-07,47.830002,48.959999,47.720001,48.860001,21112500,47.598721,0,1,0,0,0
2019-03-08,48.259998,48.889999,47.650002,48.849998,25446000,47.588978,0,0,0,1,0
2019-03-11,48.900002,49.950001,48.610001,49.880001,20201600,48.592388,0,0,1,0,0
2019-03-12,49.799999,50.330002,49.549999,49.970001,15591300,48.680065,0,0,0,0,1
2019-03-13,49.939999,51,49.700001,50.700001,21999200,49.391224,1,0,0,0,0
2019-03-14,50.799999,50.93,50.200001,50.709999,17257400,49.400963,0,1,0,0,0
2019-03-15,50.799999,51.240002,50.400002,50.549999,26054400,49.245094,0,0,0,1,0
2019-03-18,50.25,50.669998,49.830002,50.459999,23021400,49.157417,0,0,1,0,0
2019-03-19,50.700001,52.389999,50.59,51.900002,32034400,50.560246,0,0,0,0,1
2019-03-20,51.450001,51.68,50.400002,50.560001,25667000,49.254837,1,0,0,0,0
2019-03-21,50.529999,51.470001,50.509998,50.889999,19660000,49.576317,0,1,0,0,0
2019-03-22,50.470001,51.330002,49.700001,50.049999,25714700,48.757999,0,0,0,1,0
2019-03-25,49.599998,50.310001,49.16,49.549999,15897500,48.270908,0,0,1,0,0
2019-03-26,49.810001,50.700001,49.799999,50.279999,13413800,48.982063,0,0,0,0,1
2019-03-27,50.049999,50.740002,49.310001,49.599998,20805100,48.319614,1,0,0,0,0
2019-03-28,50.509998,50.599998,48.619999,49.299999,28490000,48.027359,0,1,0,0,0
2019-03-29,49.950001,51.599998,49.950001,50.93,25118100,49.615284,0,0,0,1,0
2019-04-01,52.349998,53.049999,52.099998,52.599998,25392200,51.242172,0,0,1,0,0
2019-04-02,53.049999,53.299999,51.630001,51.630001,21442400,50.297215,0,0,0,0,1
2019-04-03,52.779999,52.830002,51.610001,51.779999,21477200,50.44334,1,0,0,0,0
2019-04-04,52,52.459999,51.619999,52.240002,10846200,50.891468,0,1,0,0,0
2019-04-05,52.200001,52.360001,51.700001,51.98,8359200,50.63818,0,0,0,1,0
2019-04-08,52.5,53.389999,52.360001,53.389999,14400900,52.01178,0,0,1,0,0
2019-04-09,53.18,53.299999,52.299999,52.349998,14745400,50.998627,0,0,0,0,1
2019-04-10,52.740002,52.740002,51.52,51.759998,15608000,50.423855,1,0,0,0,0
2019-04-11,51.5,51.860001,50.93,51.790001,10274300,50.453083,0,1,0,0,0
2019-04-12,52.09,52.720001,51.310001,51.48,16905900,50.151085,0,0,0,1,0
2019-04-15,51.59,51.720001,50.779999,51.330002,15787300,50.004959,0,0,1,0,0
2019-04-16,51.27,53.16,50.84,53.099998,18935600,51.729267,0,0,0,0,1
2019-04-17,53.16,53.799999,51.700001,52.25,26483700,50.901211000000004,1,0,0,0,0
2019-04-18,52.200001,52.970001,52.009998,52.580002,10706000,51.222691,0,1,0,0,0
2019-04-22,51.950001,52,50.799999,51.299999,16324700,49.975731,0,0,1,0,0
2019-04-23,51.59,51.919998,51.279999,51.919998,9890800,50.579727,0,0,0,0,1
2019-04-24,51.549999,51.740002,50.16,50.360001,19992800,49.059998,1,0,0,0,0
2019-04-25,50.23,50.43,49.380001,50.330002,15916200,49.030773,0,1,0,0,0
2019-04-26,50.48,50.650002,49.52,50.419998,10632700,49.118446,0,0,0,1,0
2019-04-29,50.939999,51.060001,50.119999,50.25,8729200,48.952839,0,0,1,0,0
2019-04-30,50.220001,50.689999,49.759998,50.099998,11371400,48.806709,0,0,0,0,1
2019-05-02,49.279999,49.279999,48.720001,48.939999,15906200,47.676651,0,1,0,0,0
2019-05-03,49.450001,50.630001,49.389999,50.400002,10614000,49.098969,0,0,0,1,0
2019-05-06,49.599998,49.75,49.09,49.66,10437300,48.378067,0,0,1,0,0
2019-05-07,49.349998,49.700001,48.720001,49.700001,15190600,48.417038,0,0,0,0,1
2019-05-08,49.82,50.139999,48.939999,49,18474900,47.735104,1,0,0,0,0
2019-05-09,49,49.009998,48.049999,48.540001,12456600,47.28698,0,1,0,0,0
2019-05-10,48.299999,49.799999,48.060001,49.459999,25272300,48.183231,0,0,0,1,0
2019-05-13,48.529999,48.75,47.43,47.43,18657700,46.205635,0,0,1,0,0
2019-05-14,48.18,48.349998,47.349998,47.59,14183900,46.361504,0,0,0,0,1
2019-05-15,47.150002,48.450001,47.02,47.950001,18447400,46.712212,1,0,0,0,0
2019-05-16,48.549999,48.93,45.82,46.400002,49247900,45.202225,0,1,0,0,0
2019-05-17,46.400002,47.720001,46.299999,47.720001,34079700,46.488148,0,0,0,1,0
2019-05-20,47.619999,47.740002,46.630001,46.75,23819100,45.543186,0,0,1,0,0
2019-05-21,47.099998,47.959999,46.09,47.459999,30644000,46.234859,0,0,0,0,1
2019-05-22,47.779999,48.689999,47.369999,47.540001,20349800,46.312794,1,0,0,0,0
2019-05-23,47.07,47.900002,46.419998,47.82,15786300,46.585567,0,1,0,0,0
2019-05-24,48.639999,49.43,48.330002,48.400002,23347000,47.150597,0,0,0,1,0
2019-05-27,49,50.25,48.900002,50.189999,17230000,48.894386,0,0,1,0,0
2019-05-28,49.950001,50.950001,49.849998,50.110001,26124100,48.816452,0,0,0,0,1
2019-05-29,49.52,49.849998,49.150002,49.700001,17797400,48.417038,1,0,0,0,0
2019-05-30,49.709999,50.130001,49.439999,50.009998,12851900,48.719032,0,1,0,0,0
2019-05-31,49.509998,51,48.709999,49,28805100,47.735104,0,0,0,1,0
2019-06-03,49.349998,49.599998,48.439999,48.830002,22416700,47.569496,0,0,1,0,0
2019-06-04,49.18,49.349998,48.299999,49.110001,19537300,47.842266,0,0,0,0,1
2019-06-05,49.279999,49.43,47.860001,48.389999,14392200,47.14085,1,0,0,0,0
2019-06-06,48.889999,48.939999,48.310001,48.799999,10869100,47.540268,0,1,0,0,0
2019-06-07,49.049999,49.099998,48.360001,48.66,11479300,47.403881,0,0,0,1,0
2019-06-10,48.950001,49.23,48.330002,48.34,11670100,47.092144,0,0,1,0,0
2019-06-11,49.759998,51.48,49.66,51.43,44669000,50.102379,0,0,0,0,1
2019-06-12,51.549999,52.09,50.93,51.490002,24531300,50.160831,1,0,0,0,0
2019-06-13,51.900002,52.25,51.59,51.849998,18058600,50.511532,0,1,0,0,0
2019-06-14,51.700001,51.82,51.150002,51.400002,20288700,50.073154,0,0,0,1,0
2019-06-17,51,51.330002,50.200001,50.200001,20551200,48.904129,0,0,1,0,0
2019-06-18,51,52.419998,51,52,27229300,50.657661,0,0,0,0,1
2019-06-19,53,53.099998,51.830002,52.299999,23746400,50.949917,1,0,0,0,0
2019-06-21,52.75,52.93,52.099998,52.439999,20492800,51.086304,0,0,0,1,0
2019-06-24,52.48,52.48,52.099998,52.400002,9338300,51.04734,0,0,1,0,0
2019-06-25,52.189999,52.470001,51.34,51.380001,12449700,50.053669,0,0,0,0,1
2019-06-26,51.5,52.040001,51.369999,51.580002,13277900,50.248508,1,0,0,0,0
2019-06-27,52.150002,52.150002,51.52,51.700001,14941500,50.365406,0,1,0,0,0
2019-06-28,52.07,52.200001,51.689999,51.82,11106100,50.482307,0,0,0,1,0
2019-07-01,53.099998,53.790001,53.099998,53.650002,22807300,52.265072,0,0,1,0,0
2019-07-02,54.099998,54.16,50.02,51.389999,48452700,50.063408,0,0,0,0,1
2019-07-03,51.77,51.970001,51.150002,51.290001,19929700,49.965992,1,0,0,0,0
2019-07-04,51.68,52.099998,51.150002,51.669998,16192600,50.336182,0,1,0,0,0
2019-07-05,50.400002,50.580002,49.759998,50.360001,27847600,49.059998,0,0,0,1,0
2019-07-08,50.650002,51.599998,50.459999,50.950001,12777600,49.634769,0,0,1,0,0
2019-07-10,51.610001,52.560001,51.400002,52.130001,28106700,50.784309,1,0,0,0,0
2019-07-11,51.869999,52.5,51.720001,52.049999,18567500,50.706371,0,1,0,0,0
2019-07-12,52.459999,52.779999,51.73,51.810001,22248600,50.472569,0,0,0,1,0
2019-07-15,52.459999,52.93,52.25,52.689999,20144200,51.329849,0,0,1,0,0
2019-07-16,53.200001,53.470001,52.790001,53.049999,17393700,51.680557,0,0,0,0,1
2019-07-17,52.990002,53.119999,52.459999,52.689999,13876700,51.329849,1,0,0,0,0
2019-07-18,52.610001,52.82,52.23,52.59,12217200,51.232433,0,1,0,0,0
2019-07-19,52.810001,53.23,52.549999,52.720001,11523100,51.359077,0,0,0,1,0
2019-07-22,52.18,52.66,51.810001,52.450001,11348100,51.096046,0,0,1,0,0
2019-07-23,52.400002,52.599998,51.759998,51.759998,11146800,50.423855,0,0,0,0,1
2019-07-24,51.09,51.259998,50.549999,50.650002,25121800,49.342514,1,0,0,0,0
2019-07-25,51,51.119999,50.099998,50.490002,12761900,49.186646,0,1,0,0,0
2019-07-26,51,51.049999,50.18,50.23,12604500,48.933353,0,0,0,1,0
2019-07-29,50.299999,50.599998,49.799999,50.259998,8462200,48.962578,0,0,1,0,0
2019-07-30,50.169998,50.580002,50.009998,50.009998,10182500,48.719032,0,0,0,0,1
2019-07-31,50.380001,50.549999,49.220001,49.810001,23244900,48.524197,1,0,0,0,0
2019-08-01,49.240002,49.34,48.25,48.400002,45701400,47.150597,0,1,0,0,0
2019-08-02,48.200001,48.290001,47.41,47.84,19834300,46.605049,0,0,0,1,0
2019-08-05,46.599998,46.599998,45.759998,46,36490300,44.81255,0,0,1,0,0
2019-08-06,46.459999,46.970001,46.290001,46.619999,21913400,45.416542,0,0,0,0,1
2019-08-07,45.849998,46.48,45.450001,46.48,20828200,45.280155,1,0,0,0,0
2019-08-08,47.299999,47.490002,46.919998,47.18,24237600,45.962086,0,1,0,0,0
2019-08-09,46.700001,46.810001,45.490002,45.490002,24707500,44.315716,0,0,0,1,0
2019-08-12,45.150002,45.990002,45.029999,45.16,16409000,43.994232,0,0,1,0,0
2019-08-13,45.549999,46.799999,45.349998,46.5,19989100,45.299641,0,0,0,0,1
2019-08-14,45.98,45.98,44.73,44.880001,24950100,43.721462,1,0,0,0,0
2019-08-15,45.009998,45.5,43.169998,43.889999,24570500,42.757015,0,1,0,0,0
2019-08-16,44.450001,44.700001,43.48,43.689999,19541100,42.562176,0,0,0,1,0
2019-08-19,44.290001,44.43,43.209999,43.650002,27533700,42.523212,0,0,1,0,0
2019-08-20,43.509998,44.490002,42.900002,43.84,16865100,42.708305,0,0,0,0,1
2019-08-21,43.599998,44.330002,43.07,44.150002,16171800,43.010307,1,0,0,0,0
2019-08-22,44.380001,44.380001,43.549999,43.889999,12254400,42.757015,0,1,0,0,0
2019-08-23,43.830002,44.59,42.900002,43.279999,26087800,42.162762,0,0,0,1,0
2019-08-26,43.490002,43.650002,42.540001,42.799999,13270500,41.695152,0,0,1,0,0
2019-08-27,43.150002,43.91,42.439999,43.32,27809400,42.201729,0,0,0,0,1
2019-08-28,43.310001,44.169998,43.040001,43.48,13467000,42.357597,1,0,0,0,0
2019-08-29,44.110001,45.25,43.959999,45.099998,23487000,43.93578,0,1,0,0,0
2019-08-30,45.990002,46.330002,45.27,45.57,27305700,44.393646,0,0,0,1,0
2019-09-02,46.549999,46.669998,45.849998,46.009998,12757600,44.822289,0,0,1,0,0
2019-09-03,46,46.049999,45.34,45.52,13227000,44.34494,0,0,0,0,1
2019-09-04,46.049999,46.52,45.970001,46.52,12439100,45.319126,1,0,0,0,0
2019-09-05,46.950001,47.189999,46.52,46.52,20284900,45.319126,0,1,0,0,0
2019-09-06,46.450001,46.689999,46.09,46.450001,10419000,45.250931,0,0,0,1,0
2019-09-09,46.700001,47.889999,46.290001,47.889999,24430000,46.653759,0,0,1,0,0
2019-09-10,47.880001,48.5,47.200001,48.240002,21440800,46.994724,0,0,0,0,1
2019-09-11,48.599998,48.599998,47.580002,47.950001,16872500,46.712212,1,0,0,0,0
2019-09-12,48.619999,49.77,48.599998,49.689999,39340500,48.407291,0,1,0,0,0
2019-09-13,49.959999,50.299999,49.66,49.790001,22067600,48.504715,0,0,0,1,0
2019-09-16,49.400002,49.439999,48.349998,48.59,26369500,47.33569,0,0,1,0,0
2019-09-17,48.25,49.150002,48.23,48.900002,14473900,47.637688,0,0,0,0,1
2019-09-18,49,49,47.98,48.400002,15335300,47.150597,1,0,0,0,0
2019-09-19,48.400002,48.580002,47.759998,48.32,15680000,47.072659,0,1,0,0,0
2019-09-20,48.66,48.740002,48,48.419998,23870900,47.170074,0,0,0,1,0
2019-09-23,48.189999,48.580002,47.959999,48.099998,11946300,46.858337,0,0,1,0,0
2019-09-24,47.709999,47.880001,46.779999,46.93,15322500,45.71854,0,0,0,0,1
2019-09-25,47.029999,48.02,46.830002,47.860001,14554600,46.624535,1,0,0,0,0
2019-09-26,48.099998,48.279999,47.529999,47.860001,12257300,46.624535,0,1,0,0,0
2019-09-27,48.150002,48.349998,47.27,47.66,13450600,46.429695,0,0,0,1,0
2019-09-30,47.650002,48.040001,47.209999,47.75,12116600,46.517372,0,0,1,0,0
2019-10-01,47.849998,48.880001,47.66,47.709999,16083800,46.478405,0,0,0,0,1
2019-10-02,46.900002,46.900002,45.099998,45.099998,24637800,43.93578,1,0,0,0,0
2019-10-03,45.32,45.810001,44.220001,45.439999,24569900,44.267002,0,1,0,0,0
2019-10-04,45.700001,46.790001,45.68,46.59,21339100,45.387318,0,0,0,1,0
2019-10-07,46.299999,46.98,46.040001,46.040001,12531500,44.851517,0,0,1,0,0
2019-10-08,46.299999,46.369999,45.32,45.32,14671300,44.150101,0,0,0,0,1
2019-10-09,45.669998,46.040001,45.330002,45.669998,9509400,44.491065999999996,1,0,0,0,0
2019-10-10,46.060001,47.450001,46.060001,47.240002,15441700,46.020538,0,1,0,0,0
2019-10-11,48.029999,48.919998,48,48.639999,24527700,47.384399,0,0,0,1,0
2019-10-14,48.200001,48.25,47.560001,47.990002,11520400,46.751179,0,0,1,0,0
2019-10-15,47.880001,48.290001,47.529999,47.91,14669700,46.673244,0,0,0,0,1
2019-10-16,47.389999,47.52,46.639999,46.799999,24417100,45.591896,1,0,0,0,0
2019-10-17,46.990002,47.049999,46.610001,46.709999,14158400,45.504219,0,1,0,0,0
2019-10-18,46.889999,47.18,46.02,46.029999,16452100,44.841774,0,0,0,1,0
2019-10-21,46.419998,47.209999,46.259998,47.209999,13486800,45.99131,0,0,1,0,0
2019-10-22,47.279999,47.540001,47.099998,47.299999,15194800,46.078987,0,0,0,0,1
2019-10-23,47.599998,47.830002,47.029999,47.110001,12362800,45.893894,1,0,0,0,0
2019-10-24,47.459999,47.57,46.52,46.75,14646600,45.543186,0,1,0,0,0
2019-10-25,47.75,48.560001,47.549999,48.560001,21754000,47.306465,0,0,0,1,0
2019-10-28,48.650002,48.799999,48.34,48.700001,10932200,47.442852,0,0,1,0,0
2019-10-29,48.41,48.799999,48.080002,48.650002,10091200,47.394142,0,0,0,0,1
2019-10-30,48.400002,48.619999,47.689999,48.59,15325200,47.33569,1,0,0,0,0
2019-10-31,48.099998,48.48,46.860001,47.200001,21765000,45.981571,0,1,0,0,0
2019-11-01,47.799999,48.700001,47.759998,48.439999,20151300,47.18956,0,0,0,1,0
2019-11-04,49.080002,49.82,49.080002,49.82,20980000,48.533939,0,0,1,0,0
2019-11-05,50.07,50.279999,49.43,49.869999,15951200,48.582645,0,0,0,0,1
2019-11-06,49.900002,49.970001,48.900002,49.689999,14879300,48.407291,1,0,0,0,0
2019-11-07,49.84,50.529999,49.540001,50.110001,26788900,48.816452,0,1,0,0,0
2019-11-08,49.330002,49.549999,48.810001,49.18,19854000,47.910458,0,0,0,1,0
2019-11-11,48.439999,48.439999,47.959999,48.130001,20385800,46.887566,0,0,1,0,0
2019-11-12,48.299999,48.490002,47.900002,47.900002,13130500,46.663502,0,0,0,0,1
2019-11-13,47.650002,48.060001,46.970001,47.119999,16882100,45.903633,1,0,0,0,0
2019-11-14,47.349998,47.580002,46.959999,47,14155900,45.786736,0,1,0,0,0
2019-11-18,47.720001,48.049999,47.48,47.610001,16777800,46.380989,0,0,1,0,0
2019-11-19,48.110001,48.490002,47.720001,48.169998,13108100,46.926529,0,0,0,0,1
2019-11-21,47.759998,48.419998,47.700001,48.419998,15624200,47.170074,0,1,0,0,0
2019-11-22,48.549999,50.029999,48.549999,50.029999,27680500,48.738514,0,0,0,1,0
2019-11-25,50.540001,51.18,50.43,50.860001,24507100,49.547092,0,0,1,0,0
2019-11-26,50.599998,51.5,50.459999,51.220001,32446500,49.8978,0,0,0,0,1
2019-11-27,50.93,51.200001,50.130001,50.580002,13507600,49.274323,1,0,0,0,0
2019-11-28,50.560001,50.880001,49.689999,50.369999,10145300,49.06974,0,1,0,0,0
2019-11-29,50.369999,50.470001,49.82,49.98,10290800,48.689808,0,0,0,1,0
2019-12-02,50.150002,51.689999,50.110001,51.34,23952200,50.014702,0,0,1,0,0
2019-12-03,51.25,51.259998,50.25,50.419998,13479700,49.118446,0,0,0,0,1
2019-12-04,50.830002,51.029999,50.529999,50.919998,9105800,49.605541,1,0,0,0,0
2019-12-05,50.700001,51.080002,50.549999,50.950001,9503500,49.634769,0,1,0,0,0
2019-12-06,51.25,51.689999,51.029999,51.349998,13892600,50.024441,0,0,0,1,0
2019-12-09,52.25,52.490002,51.330002,51.439999,19388300,50.112118,0,0,1,0,0
2019-12-10,51.220001,51.43,50.900002,51.200001,13878600,49.878315,0,0,0,0,1
2019-12-11,51.380001,52.049999,51.220001,51.830002,15572100,50.492054,1,0,0,0,0
2019-12-12,52.099998,53.060001,51.73,52.950001,25140900,51.583141,0,1,0,0,0
2019-12-13,53.299999,54,52.84,53.759998,28172500,52.372227,0,0,0,1,0
2019-12-16,54.5,54.669998,53.34,53.34,21806800,51.963074,0,0,1,0,0
2019-12-17,53.25,53.709999,53.049999,53.419998,13570300,52.041004,0,0,0,0,1
2019-12-18,53.279999,53.540001,52.599998,53.470001,22924500,52.089718,1,0,0,0,0
2019-12-19,53.5,54.240002,53.220001,54,17683200,52.606033,0,1,0,0,0
2019-12-20,54.77,54.990002,54.150002,54.790001,42124200,53.375641,0,0,0,1,0
2019-12-23,54.900002,54.98,54.400002,54.580002,10225700,53.171062,0,0,1,0,0
2019-12-26,54.810001,55,54.509998,54.790001,20410000,53.375641,0,1,0,0,0
2019-12-27,53.990002,54,53.419998,53.599998,13920400,53.599998,0,0,0,1,0
2019-12-30,53.650002,53.860001,53.200001,53.299999,11928100,53.299999,0,0,1,0,0
